Servide Code,Service Name en,Service Name ar,Net Price,start date for Net Price
558,LINGUAL ARCH ORTHO APPLIANCE,جهاز تقويم ثابت حافظ لمسافة الفك السفلي,2268,4/17/24
559,HALWEY  ORTHODONTIC RETAINER,مثبت تقويم عادي,3321.5,4/17/24
560,HALWEY APPLIANCE WITH SCREW,جهاز تقويم موسع ,6041,4/17/24
561,HALWEY APPLIANCE WITH SPRING,جهاز تقويم متحرك بالمشابك,3773,4/17/24
562,BITE PLANE ORTHO APPLIANCE,جهاز تقويم لتحسين اطباق الفكين,3321.5,4/17/24
563,3D ORTHODONTIC EXPANDER,موسع تقويم للاسنان ثلاثى الابعاد,6797,4/17/24
564,SPACE REGAINING ,حافظ مكان نشيط,2268,4/17/24
565,"Applianceces, Removable, Control of Oral BAD HABBITS",عمل جهاز متحرك لمنع العادات الضارة,3024,4/17/24
566,Appliance removable head gear or chin CUP,جهاز تقويم خارجي راسي ( للفك الواحد ),9058,4/17/24
567,CLEAR Orthodontic RETAINER,مثبت تقويم شفاف,3024,4/17/24
568,FIXED ORTHODONTIC RETAINER,مثبت تقويم مثبت علي الاسنان,2268,4/17/24
570,EMERGENCY VISIT ,كشف طوارىْ,910,4/17/24
571,DENTAL DREESING ,غيار جرح اسنان,756,4/17/24
572,ANY OTHER DENTAL SERVICES,خدمة اسنان اخري,458.5,4/17/24
574,DENTAL IMPLANT ( SURGICAL PART ),غرس الاسنان ( الجزء الجراحي ),11210.5,4/17/24
575,DENTAL IMPLANT ( PORCALIN PROSTHETIC PART ),غرس الاسنان ( تركيبات بورسلين ),3773,4/17/24
576,DENTAL IMPLANT ( ZIRCONIUM PROSTHETIC PART ),غرس الاسنان ( تركيبات زيركون ),7546,4/17/24
577,Veneers,عدسة خزفيه ( تجميلية فنيير ),6041,4/17/24
578,BLEACHING IN OFFICE ( ZOOM ) ,تبييض بتقنية الزووم,10566.5,4/17/24
579,BLEACHING IN OFFICE  ( LIGHT ),تبييض ضوئي بالعيادة,7546,4/17/24
580,BLEACHING HOME,تبييض ضوئي بالمنزل,4529,4/17/24
674,O2 INHALATION / 15 MIN ,استنشاق أكسجين / ربع ساعة,130,4/17/24
675,O2 INHALATION / HALF HOUR,استنشاق أكسجين / نصف الساعة,245,4/17/24
676,O2 INHALATION / HOUR,استنشاق أكسجين / ساعة,430,4/17/24
677,O2 INHALATION / 12 HOURS,استنشاق أكسجين / 12 ساعة,1465,4/17/24
678,O2 INHALATION / 24 HOURS,استنشاق أكسجين / 24 ساعة,2425,4/17/24
679,ONE LIMB ASSESSMENT,فحص وتقييم  طرف واحد,1074.5,4/17/24
680,TWO LIMB ASSESSMENT,فحص وتقييم  طرفان,1519,4/17/24
681,FOUR LIMB ASSESSMENT,فحص وتقييم  أربعة أطراف,2016,4/17/24
682,BACK MUSCLES  ASSESSMENT,فحص وتقييم عضلات الظهر,1064,4/17/24
683,PHYSIOTHERAPY SESSION OUTPATIENT,جلسة علاج طبيعى - عيادات خارجية,626.5,4/17/24
684,PHYSIOTHERAPY SESSION INPATIENT ,جلسة علاج طبيعي - داخلي,833,4/17/24
685,LASER DEVISE,جهاز ليزر,304.5,4/17/24
686,MULTI STIMULATOR,جهاز متعدد التحفيز,304.5,4/17/24
687,ULTRAVIOLET,جهاز الأشعة فوق البنفسجية,588,4/17/24
688,USING CPM ON ONE ORGAN FOR 30MIN,استخدام جهاز CPM لعضو واحد لمدة نصف ساعة,283.5,4/17/24
689,USING CPM ON TWO ORGANS FOR 30MIN FOR EACH,استخدام جهاز CPM لعضوين لمدة نصف ساعة,553,4/17/24
690,PHYSIOTHERAPY -  EXTRA DEVICE USE,علاج طبيعى - رسم استخدام جهاز إضافى,336,4/17/24
691,ULTRAVIOLET AND LASER THERAPY,العلاج بالليزر والأشعة فوق البنفسجية,2082.5,4/17/24
692,SKULL TRACTION,شد الرأس,987,4/17/24
693,SKIN TRACTION,شده جلدية للعظام,717.5,4/17/24
694,SHOCK WAVE,موجات تصادمية,745.5,4/17/24
695,REHABILITATION SESSION,جلسة إعادة تاهيل,934.5,4/17/24
696,CARDIOPULMONARY REHABILITATION,جلسة إعادة تأهيل القلب,1463,4/17/24
697,REHABILITATION FOR CHEST,إعادة تأهيل للصدر,826,4/17/24
698,PED REHABILITATION TRAINING,جلسة إعادة تأهيل للاطفال,791,4/17/24
699,ANESTHESIA PROCEDURES FOR GIT ENDOSCOPY,تخدير لمناظير الجهاز الهضمى,1099,4/17/24
700,ANESTHESIA PROCEDURES FOR CSF COLLECTION,تخدير حالات بذل النخاع الشوكي,1099,4/17/24
701,ANESTHESIA PROCEDURES FOR CT,تخدير لإجراءات اللأشعة المقطعية ,679,4/17/24
702,ANASTHESIA PROCEDURES FOR E.R.C.P (DIAGNOSTIC OR THERAPEUTIC),تخدير منظار القنوات المرارية (تشخيصي أو علاجي),1676.5,4/17/24
703,PEDIATRIC ANESTHESIA IN ER,تخدير حالات الأطفال في الطوارئ,444.5,4/17/24
704,INJECTION FOR NEUROLYSIS ,حقن العصب لعلاج الألم ,934.5,4/17/24
705,EPIDURAL SET INSERTION,تركيب جهاز تخدير نصفى,1463,4/17/24
706,INSERTION OF ENDOTRACHEAL TUBE USING FIBRO OPTIC BRONCHOSCOPE,تركيب أنبوب حنجري باستخدام جهاز الألياف الضوئية,3356.5,4/17/24
707,ANESTHESIA FOR DIAGNOSTIC CARDIAC CATHETERIZATION,أتعاب التخدير لإجراءات القسطرة التشخيصية,1463,4/17/24
708,ANESTHESIA FOR THERAPEUTIC CARDIAC CATHETERIZATION,أتعاب التخدير لإجراءات القسطرة العلاجية,2670.5,4/17/24
709,ANESTHESIA FOR HIGH LEVEL THERAPEUTIC CARDIAC CATHETERIZATION,أتعاب التخدير لإجراءات القسطرة العلاجية المتقدمة,3997,4/17/24
710,U/S GUIDED ASPIRATION OF BODY FLUID OR BIOBSY,بذل من سوائل الجسم الداخلية أو اخذ عينة بالموجات الصوتية,4837,4/17/24
711,BONE MARROW EXAMINATION,إجراء فحص عينة النخاع العظمي,777,4/17/24
712,BONE MARROW ASPIRATE AND EXAMINATION,بذل وفحص النخاع العظمي,1344,4/17/24
713,BONE MARROW TREPHINE BIOBSY,إجراء سحب عينة فحص النخاع العظمي,6433,4/17/24
714,C.S.F SAMPLING (CEREBRAL),سحب عينة من سائل النخاع الشوكى (من الدماغ),4182.5,4/17/24
715,C.S.F SAMPLING (SPINAL),سحب عينة من سائل النخاع الشوكى (من العمود الفقري),5320,4/17/24
716,CT. GUIDED BIOPSY (Not including biopsy price) ,اخذ عينة بالأشعة المقطعية (غير شامل سعر العينة),4455.5,4/17/24
717,CT. GUIDED DRAINAGE,سحب سوائل من الجسم بوساطة الأشعة المقطعية,5950,4/17/24
718,FINE NEEDLE ASPIRATION BIOPSY (F.N.A.B),عينة بزل بالأبرة,1578.5,4/17/24
719,INSERTION OF PIGTAIL MICROVASIVE CATHETER U/S GUIDED,تركيب قسطرة موجهة بالموجات فوق الصوتية بدون تدخل جراحي,8291.5,4/17/24
720,INTERVENTION RADIOLOGY CATH 30 MIN,فتح غرفة القسطرة 30 دقيقة,1921.5,4/17/24
721,INTERVENTION RADIOLOGY CATH 60 MIN,فتح غرفة القسطرة 60 دقيقة,3370.5,4/17/24
722,INTERVENTION RADIOLOGY CATH 90 MIN,فتح غرفة القسطرة 90 دقيقة,4473,4/17/24
723,INTERVENTION RADIOLOGY CATH 120 MIN,فتح غرفة القسطرة 120 دقيقة,5603.5,4/17/24
724,INTERVENTION RADIOLOGY SURGEON FEE FOR 25 MINS INTERVENTIONS,أتعاب الجراح لإجراءات الأشعة التداخلية لمدة 25 دقيقة,6643,4/17/24
725,INTERVENTION RADIOLOGY SURGEON FEE FOR 30 MINS INTERVENTIONS,أتعاب الجراح لإجراءات الأشعة التداخلية لمدة 30 دقيقة,9306.5,4/17/24
726,INTERVENTION RADIOLOGY SURGEON FEE FOR 35 MINS INTERVENTIONS,أتعاب الجراح لإجراءات الأشعة التداخلية لمدة 35 دقيقة,11959.5,4/17/24
727,INTERVENTION RADIOLOGY SURGEON FEE FOR 40 MINS INTERVENTIONS,أتعاب الجراح لإجراءات الأشعة التداخلية لمدة 40 دقيقة,14598.5,4/17/24
728,INTERVENTION RADIOLOGY SURGEON FEE FOR 50 MINS INTERVENTIONS,أتعاب الجراح لإجراءات الأشعة التداخلية لمدة 50 دقيقة,17251.5,4/17/24
729,INTERVENTION RADIOLOGY SURGEON FEE FOR 90 MINS INTERVENTIONS,أتعاب الجراح لإجراءات الأشعة التداخلية لمدة 90 دقيقة,25203.5,4/17/24
730,LIVER OR KIDNEY BIOPSY,عينة من الكبد أو الكلى,5320,4/17/24
731,LUMBER PUNCTURE (PED),بذل سائل شوكي (أطفال),1134,4/17/24
732,MICROWAVE ABLATION OF LIVER DEPOSITS + CATH DEVICE FEES,حرق ورم بالكبد بجهاز الميكرويف مع استخدام جهاز القسطرة (رسم استخدام الجهاز),17251.5,4/17/24
733,MICROWAVE ABLATION OF LIVER DEPOSITS + CT/US,حرق ورم بالكبد بجهاز الميكرويف مع استخدام الأشعة المقطعية أو الموجات فوق الصوتية,26526.5,4/17/24
734,MICROWAVE ABLATION OF LIVER DEPOSITS + ULTRASONOGRAPHY,حرق ورم بالكبد بجهاز الميكرويف مع السونار,17251.5,4/17/24
735,TRANS-RECTAL ULTRASOUND (TRUS) AND BIOPSY,أشعة موجات صوتية عبر الشرج  مع أخذ عينة,6153,4/17/24
736,U/S GUIDED BIOPSY BY INTERVENTION RAD. CONSULTANT,أخذ عينة بالموجات فوق الصوتية بواسطة استشاري الأشعة التداخلية,2590,4/17/24
737,U/S GUIDED DRAINAGE BY INTERVENTION RAD. CONSULTANT,بذل سوائل بالموجات فوق الصوتية بواسطة استشاري الأشعة التداخلية,4200,4/17/24
738,U/S GUIDED NEPHROSTOMY,فغر الكلية بواسطة الموجات فوق الصوتية,5950,4/17/24
739,VENESECTION,بذل دم,602,4/17/24
740,ALBUMIN IN URINE,ALBUMIN IN URINE,99,4/17/24
741,(AMA) ANTI MITOCHONDRIAL ANTIBODIES,(AMA) ANTI MITOCHONDRIAL ANTIBODIES,470.25,4/17/24
742,17- ALPHA HYDROXYPROGESTRONE,17- ALPHA HYDROXYPROGESTRONE,437.25,4/17/24
743,17- KETOSTEROIDS,17- KETOSTEROIDS,563.75,4/17/24
744,25(OH) VITAMIN D,25(OH) VITAMIN D,2403.5,4/17/24
745,5’NUCLEOTIDASE,5’NUCLEOTIDASE,200.75,4/17/24
746,ABG (BLOOD GASES),ABG (BLOOD GASES),525.25,4/17/24
747,ABG + LACTATE,ABG + LACTATE,778.25,4/17/24
748,ABO ANTIBODY TITER,ABO ANTIBODY TITER,294.25,4/17/24
749,ACETONE IN URINE,ACETONE IN URINE,99,4/17/24
750,ACETYL CHOLINE RECEPTOR ANTIBODIES,ACETYL CHOLINE RECEPTOR ANTIBODIES,1930.5,4/17/24
751,ACID PHOSOHATASE (PROSTATIC),ACID PHOSOHATASE (PROSTATIC),294.25,4/17/24
752,ACID PHOSPHATASE (TOTAL ),ACID PHOSPHATASE (TOTAL ),244.75,4/17/24
753,ACIDIFIED GLYCEROL LYSIS,ACIDIFIED GLYCEROL LYSIS,330,4/17/24
754,ACTH (AM),ACTH (AM),437.25,4/17/24
755,ACTH (P.M),ACTH (P.M),437.25,4/17/24
756,ACTIVATED PROTEIN C RESISTANCE,ACTIVATED PROTEIN C RESISTANCE,1652.75,4/17/24
757,ADENOSINE DEAMINASE,ADENOSINE DEAMINASE,563.75,4/17/24
758,ADENOVIRUS ANTIBODY,ADENOVIRUS ANTIBODY,954.25,4/17/24
759,ADRENAL CORTEX ABS,ADRENAL CORTEX ABS,940.5,4/17/24
760,ADRENALIN LEVEL,ADRENALIN LEVEL,2301.75,4/17/24
761,AFP (ALPHA FETOPROTEIN),AFP (ALPHA FETOPROTEIN),352,4/17/24
762,AGLT( FRESH ),AGLT( FRESH ),321.75,4/17/24
763,AGLT( INCUBATED ),AGLT( INCUBATED ),321.75,4/17/24
764,ALB / CREATININE RATIO(MICROALBUMINUREA RANDOM SAM,ALB / CREATININE RATIO(MICROALBUMINUREA RANDOM SAM,294.25,4/17/24
765,ALBUMIN /GLOBULIN RATIO  ( A / G ),ALBUMIN /GLOBULIN RATIO  ( A / G ),266.75,4/17/24
766,ALBUMIN AND IGG IN CSF,ALBUMIN AND IGG IN CSF,555.5,4/17/24
767,ALBUMIN IN ASCITIC FLUID,ALBUMIN IN ASCITIC FLUID,148.5,4/17/24
768,ALBUMIN IN CSF,ALBUMIN IN CSF,148.5,4/17/24
769,ALBUMIN IN PLEURAL FLUID,ALBUMIN IN PLEURAL FLUID,148.5,4/17/24
770,ALBUMIN IN SERUM,ALBUMIN IN SERUM,176,4/17/24
771,ALCOHOL LEVEL,ALCOHOL LEVEL,470.25,4/17/24
772,ALDOSTERONE IN SERUM,ALDOSTERONE IN SERUM,910.25,4/17/24
773,ALKALINE PHOSPHATASE,ALKALINE PHOSPHATASE,192.5,4/17/24
774,ALKALINE PHOSPHATASE (CYTOCHEMISTRY),ALKALINE PHOSPHATASE (CYTOCHEMISTRY),319,4/17/24
775,ALPHA GLUCOSIDASE IN SEMINAL FLUID,ALPHA GLUCOSIDASE IN SEMINAL FLUID,352,4/17/24
776,ALPHA-1 ANTITRYPSIN,ALPHA-1 ANTITRYPSIN,728.75,4/17/24
777,ALT (SGPT),ALT (SGPT),200.75,4/17/24
778,ALUMINIUM LEVEL,ALUMINIUM LEVEL,649,4/17/24
779,AMA (ANTI MITOCHONDRIAL ANTIBODIES)TITER,AMA (ANTI MITOCHONDRIAL ANTIBODIES)TITER,525.25,4/17/24
780,AMINOGRAM (PLASMA),AMINOGRAM (PLASMA),1474,4/17/24
781,AMINOGRAM (URINE),AMINOGRAM (URINE),1474,4/17/24
782,AMMONIA LEVEL,AMMONIA LEVEL,396,4/17/24
783,AMOEBIASIS AB,AMOEBIASIS AB,464.75,4/17/24
784,AMPHETAMINE IN URINE,AMPHETAMINE IN URINE,437.25,4/17/24
785,AMYLASE IN SERUM,AMYLASE IN SERUM,275,4/17/24
786,AMYLOID –A,AMYLOID –A,2024,4/17/24
787,ANA (ANTI NUCLEAR ANTIBODIES),ANA (ANTI NUCLEAR ANTIBODIES),330,4/17/24
788,ANA (ANTI NUCLEAR ANTIBODIES)  TITER,ANA (ANTI NUCLEAR ANTIBODIES)  TITER,470.25,4/17/24
789,ANCA - (TITER),ANCA - (TITER),525.25,4/17/24
790,ANDROSTENEDIONE,ANDROSTENEDIONE,871.75,4/17/24
791,ANGIOTENSIN CONVERTING ENZYME (ACE),ANGIOTENSIN CONVERTING ENZYME (ACE),2301.75,4/17/24
792,ANTI - GLOMERULAR BASMENT MEMBRANE,ANTI - GLOMERULAR BASMENT MEMBRANE,2183.5,4/17/24
793,ANTI- B2 GLYCOPROTIEN AB ( IGA),ANTI- B2 GLYCOPROTIEN AB ( IGA),3069,4/17/24
794,ANTI BASMENT MEMBRANE ABS,ANTI BASMENT MEMBRANE ABS,1897.5,4/17/24
795,ANTI BILHARZIAL ANTIBODIES (IHA),ANTI BILHARZIAL ANTIBODIES (IHA),330,4/17/24
796,ANTI CARDIOLIPIN IGG,ANTI CARDIOLIPIN IGG,822.25,4/17/24
797,ANTI CARDIOLIPIN IGM,ANTI CARDIOLIPIN IGM,775.5,4/17/24
798,ANTI CCP (ANTI CYCLIC CITRULLINATED PEPTIDE),ANTI CCP (ANTI CYCLIC CITRULLINATED PEPTIDE),1047.75,4/17/24
799,ANTI CENTROMERE ABS,ANTI CENTROMERE ABS,1897.5,4/17/24
800,ANTI CHOLINESTERASE AB,ANTI CHOLINESTERASE AB,954.25,4/17/24
801,ANTI DOUBLE STRANADED DNA,ANTI DOUBLE STRANADED DNA,330,4/17/24
802,ANTI DOUBLE STRANADED DNA TITER,ANTI DOUBLE STRANADED DNA TITER,616,4/17/24
803,ANTI ENDOMYSIUM AB,ANTI ENDOMYSIUM AB,1355.75,4/17/24
804,ANTI GLIADEN IGA,ANTI GLIADEN IGA,2670.25,4/17/24
805,ANTI GLIADEN IGG,ANTI GLIADEN IGG,2670.25,4/17/24
806,ANTI -GLIADIN ABS (AGA),ANTI -GLIADIN ABS (AGA),1974.5,4/17/24
807,ANTI ICA,ANTI ICA,2035,4/17/24
808,ANTI INTRINSIC CELL AB,ANTI INTRINSIC CELL AB,2084.5,4/17/24
809,ANTI KERATINE AB TITER,ANTI KERATINE AB TITER,775.5,4/17/24
810,ANTI LKM (LIVER KIDNEY MICROSOME),ANTI LKM (LIVER KIDNEY MICROSOME),514.25,4/17/24
811,ANTI LKM (LIVER KIDNEY MICROSOME) TITER,ANTI LKM (LIVER KIDNEY MICROSOME) TITER,495,4/17/24
812,ANTI MICROSOMAL ABS (TPO),ANTI MICROSOMAL ABS (TPO),525.25,4/17/24
813,ANTI MULLERIN HORMONE (AMH),ANTI MULLERIN HORMONE (AMH),1652.75,4/17/24
814,ANTI MYELOPEROXIDASE ANTIBODIES,ANTI MYELOPEROXIDASE ANTIBODIES,1650,4/17/24
815,ANTI PARIETAL CELL ANTIBODY (APCA),ANTI PARIETAL CELL ANTIBODY (APCA),346.5,4/17/24
816,ANTI PHOSPHOLIPID AB,ANTI PHOSPHOLIPID AB,2123,4/17/24
817,ANTI PLATELET AB (INDIRECT),ANTI PLATELET AB (INDIRECT),616,4/17/24
818,ANTI PLATELET ANTIBODIES (INDIRECT),ANTI PLATELET ANTIBODIES (INDIRECT),616,4/17/24
819,ANTI PROTEINASE III AB,ANTI PROTEINASE III AB,1897.5,4/17/24
820,ANTI RIBONUCLOPROTIEN (ANTI RNP),ANTI RIBONUCLOPROTIEN (ANTI RNP),616,4/17/24
821,ANTI SCL 70,ANTI SCL 70,1380.5,4/17/24
822,ANTI SMITH ANTIBODIES,ANTI SMITH ANTIBODIES,563.75,4/17/24
823,ANTI SMOOTH MUSCLE ANTIBODY (ASMA),ANTI SMOOTH MUSCLE ANTIBODY (ASMA),407,4/17/24
824,ANTI- SOLUBLE LIVER ANTIGEN (SLA),ANTI- SOLUBLE LIVER ANTIGEN (SLA),1787.5,4/17/24
825,ANTI SPERM AB,ANTI SPERM AB,464.75,4/17/24
826,"ANTI STREPTOLYSIN ""O"" (ASOT)","ANTI STREPTOLYSIN ""O"" (ASOT)",203.5,4/17/24
827,ANTI THYROID ANTIBODIES (TPO &THYROGLOBULIN),ANTI THYROID ANTIBODIES (TPO &THYROGLOBULIN),508.75,4/17/24
828,ANTI TISSUE TRANSGLUTAMINASE (QUALITATIVE),ANTI TISSUE TRANSGLUTAMINASE (QUALITATIVE),1897.5,4/17/24
829,ANTI TISSUE TRANSGLUTAMINASE (QUANTITATIVE),ANTI TISSUE TRANSGLUTAMINASE (QUANTITATIVE),1897.5,4/17/24
830,ANTI TREPONEMA PALLIDUM AB,ANTI TREPONEMA PALLIDUM AB,266.75,4/17/24
831,ANTI TSH RECEPTOR AB,ANTI TSH RECEPTOR AB,2761,4/17/24
832,ANTIDIURETIC HORMONE (ADH),ANTIDIURETIC HORMONE (ADH),2788.5,4/17/24
833,ANTI-GAD,ANTI-GAD,2788.5,4/17/24
834,ANTI-GLUTAMIC ACID DECARBOXYLASE ( GAD),ANTI-GLUTAMIC ACID DECARBOXYLASE ( GAD),3069,4/17/24
835,ANTIPLATELET ANTIBODIES (DIRECT),ANTIPLATELET ANTIBODIES (DIRECT),616,4/17/24
836,ANTI-SM/RNP,ANTI-SM/RNP,1056,4/17/24
837,ANTITHROMBIN III LEVEL,ANTITHROMBIN III LEVEL,643.5,4/17/24
838,APOLIPOPROTEIN-A1,APOLIPOPROTEIN-A1,495,4/17/24
839,APOLIPOPROTEIN-B,APOLIPOPROTEIN-B,495,4/17/24
840,AQUAPORIN 4,AQUAPORIN 4,2598.75,4/17/24
841,ASCA,ASCA,1012,4/17/24
842,ASCITIC FLUID C/S,ASCITIC FLUID C/S,495,4/17/24
843,ASCITIC FLUID CHEMICAL EXAMINATION,ASCITIC FLUID CHEMICAL EXAMINATION,407,4/17/24
844,ASPERGILLUS GALACTOMANNAN ANTIGEN,ASPERGILLUS GALACTOMANNAN ANTIGEN,1641.75,4/17/24
845,AST(SGOT),AST(SGOT),200.75,4/17/24
846,"B2 GLYCOPROTEIN ( IGG , IGM)","B2 GLYCOPROTEIN ( IGG , IGM)",1903,4/17/24
847,B2-MICROGLOBULIN (BLOOD),B2-MICROGLOBULIN (BLOOD),464.75,4/17/24
848,B2-MICROGLOBULIN (URINE),B2-MICROGLOBULIN (URINE),464.75,4/17/24
849,BACTERIOLOGICAL ASSESSMENT OF WATER,BACTERIOLOGICAL ASSESSMENT OF WATER,775.5,4/17/24
850,BARBITURATES IN URINE,BARBITURATES IN URINE,470.25,4/17/24
851,BARTONELLA AB,BARTONELLA AB,266.75,4/17/24
852,BENCE-JONES PROTEIN IN URINE,BENCE-JONES PROTEIN IN URINE,167.75,4/17/24
853,BENZODIAZEPINES IN URINE,BENZODIAZEPINES IN URINE,470.25,4/17/24
854,BETA GALACTOSIDASE IN SEMEN,BETA GALACTOSIDASE IN SEMEN,1424.5,4/17/24
855,B-HCG QUALITATIVE IN SERUM,B-HCG QUALITATIVE IN SERUM,275,4/17/24
856,B-HCG QUALITATIVE IN URINE,B-HCG QUALITATIVE IN URINE,143,4/17/24
857,B-HCG QUANTITATIVE,B-HCG QUANTITATIVE,321.75,4/17/24
858,B-HCG TUMOR MARKER,B-HCG TUMOR MARKER,305.25,4/17/24
859,BILE SALTS IN SERUM,BILE SALTS IN SERUM,767.25,4/17/24
860,BILIRUBIN (DIRECT),BILIRUBIN (DIRECT),110,4/17/24
861,BILIRUBIN (TOTAL),BILIRUBIN (TOTAL),140.25,4/17/24
862,BILIRUBIN T&D,BILIRUBIN T&D,203.5,4/17/24
863,BIOPSY FOR  HELICOBACTER,BIOPSY FOR  HELICOBACTER,649,4/17/24
864,BIOTIN (VITAMIN H),BIOTIN (VITAMIN H),2788.5,4/17/24
865,BLEEDING TIME,BLEEDING TIME,140.25,4/17/24
866,BLOOD CULTURE,BLOOD CULTURE,495,4/17/24
867,BLOOD GROUP & RH,BLOOD GROUP & RH,220,4/17/24
868,"BLOOD GROUP, ABO","BLOOD GROUP, ABO",140.25,4/17/24
869,"BLOOD GROUP, RH","BLOOD GROUP, RH",220,4/17/24
870,BLOOD KARYOTYPING,BLOOD KARYOTYPING,2788.5,4/17/24
871,BLOOD UREA NITROGEN,BLOOD UREA NITROGEN,143,4/17/24
872,BODY FLUID C/S,BODY FLUID C/S,495,4/17/24
873,BODY FLUID CHEMISTRY,BODY FLUID CHEMISTRY,407,4/17/24
874,BODY FLUID CYTOLOGY,BODY FLUID CYTOLOGY,495,4/17/24
875,BODY FLUID EXAMINATION (PATHOLOGY),BODY FLUID EXAMINATION (PATHOLOGY),750.75,4/17/24
876,BODY FLUID EXAMINATION (VIROLOGY),BODY FLUID EXAMINATION (VIROLOGY),2186.25,4/17/24
877,BONE MARROW ASPIRATION,BONE MARROW ASPIRATION,1897.5,4/17/24
878,BONE MARROW BIOPSY,BONE MARROW BIOPSY,3954.5,4/17/24
879,BRAIN NATRIURETIC PEPTIDE (BNP),BRAIN NATRIURETIC PEPTIDE (BNP),2035,4/17/24
880,BRCA I,BRCA I,2780.25,4/17/24
881,BRCA II,BRCA II,2780.25,4/17/24
882,BRUCELLA IGG,BRUCELLA IGG,244.75,4/17/24
883,BRUCELLA IGM,BRUCELLA IGM,244.75,4/17/24
884,BRUCELLA TEST,BRUCELLA TEST,244.75,4/17/24
885,C- PEPTIDE (2HRS),C- PEPTIDE (2HRS),783.75,4/17/24
886,C- PEPTIDE (FASTING),C- PEPTIDE (FASTING),827.75,4/17/24
887,C1 EASTERASE ANTIGEN LEVEL,C1 EASTERASE ANTIGEN LEVEL,2211,4/17/24
888,C1 ESTERASE ACTIVITY,C1 ESTERASE ACTIVITY,3399,4/17/24
889,C1 ESTERASE INHIBITOR,C1 ESTERASE INHIBITOR,1652.75,4/17/24
890,C1 ESTERASE INHIBITOR ACTIVITY,C1 ESTERASE INHIBITOR ACTIVITY,827.75,4/17/24
891,C1 ESTERASE INHIBITOR LEVEL,C1 ESTERASE INHIBITOR LEVEL,2227.5,4/17/24
892,C1 Q,C1 Q,1947,4/17/24
893,C3 (COMPLEMENT),C3 (COMPLEMENT),294.25,4/17/24
894,C4 (COMPLEMENT),C4 (COMPLEMENT),294.25,4/17/24
895,CA 125,CA 125,555.5,4/17/24
896,CA 15.3,CA 15.3,574.75,4/17/24
897,CA 19.9,CA 19.9,574.75,4/17/24
898,CALCITONIN,CALCITONIN,2818.75,4/17/24
899,CALCIUM (TOTAL & IONIZED),CALCIUM (TOTAL & IONIZED),379.5,4/17/24
900,"CALCIUM , URINE","CALCIUM , URINE",200.75,4/17/24
901,CALCIUM / CREATININE RATIO,CALCIUM / CREATININE RATIO,211.75,4/17/24
902,CALCIUM IONIZED(CA++),CALCIUM IONIZED(CA++),266.75,4/17/24
903,CALCIUM TOTAL,CALCIUM TOTAL,192.5,4/17/24
904,CALPROTECTIN IN STOOL,CALPROTECTIN IN STOOL,2458.5,4/17/24
905,CANNABINOIDS,CANNABINOIDS,437.25,4/17/24
906,CARBAMAZEPIN (TEGRETOL),CARBAMAZEPIN (TEGRETOL),437.25,4/17/24
907,CARDIAC ENZYMES,CARDIAC ENZYMES,808.5,4/17/24
908,CARDIAC TROPONIN I IN BLOOD,CARDIAC TROPONIN I IN BLOOD,330,4/17/24
909,CATECHOAMINES URINE,CATECHOAMINES URINE,3118.5,4/17/24
910,CATECHOLAMINES IN BLOOD,CATECHOLAMINES IN BLOOD,2491.5,4/17/24
911,CBC (COMPLETE BLOOD PICTURE),CBC (COMPLETE BLOOD PICTURE),313.5,4/17/24
912,CBC TOTAL,CBC TOTAL,275,4/17/24
913,CEA (CARCINOEMBRYONIC ANTIGEN),CEA (CARCINOEMBRYONIC ANTIGEN),346.5,4/17/24
914,CERULOPLASMIN LEVEL,CERULOPLASMIN LEVEL,305.25,4/17/24
915,CERVICAL SMEAR EXAMINATION (EACH),CERVICAL SMEAR EXAMINATION (EACH),1207.25,4/17/24
916,CHICKEN POX IGG,CHICKEN POX IGG,2081.75,4/17/24
917,CHICKEN POX IGM,CHICKEN POX IGM,2081.75,4/17/24
918,CHLAMYDIA AB,CHLAMYDIA AB,464.75,4/17/24
919,CHLAMYDIA ANTIGEN,CHLAMYDIA ANTIGEN,396,4/17/24
920,CHLORIDE IN CSF,CHLORIDE IN CSF,200.75,4/17/24
921,CHLORIDE IN SERUM,CHLORIDE IN SERUM,203.5,4/17/24
922,CHLORIDE IN URINE,CHLORIDE IN URINE,203.5,4/17/24
923,CHOLESTROL IN SERUM,CHOLESTROL IN SERUM,244.75,4/17/24
924,CHOLINESTERASE TEST,CHOLINESTERASE TEST,555.5,4/17/24
925,CHROMOGRANIN A,CHROMOGRANIN A,2183.5,4/17/24
926,CHROMOSOMAL STUDY,CHROMOSOMAL STUDY,2125.75,4/17/24
927,CIC (CIRCULATING IMMUNE -COMPLEXES),CIC (CIRCULATING IMMUNE -COMPLEXES),363,4/17/24
928,CITRATE IN 24 HR URINE,CITRATE IN 24 HR URINE,1641.75,4/17/24
929,CK- TOTAL,CK- TOTAL,313.5,4/17/24
930,CK-MB,CK-MB,330,4/17/24
931,CK-MB MASS,CK-MB MASS,470.25,4/17/24
932,CLOSTRIDIUM DIFFICILE AG,CLOSTRIDIUM DIFFICILE AG,4042.5,4/17/24
933,CLOSTRIDIUM DIFFICILE TOXIN (A&B) IN STOOL,CLOSTRIDIUM DIFFICILE TOXIN (A&B) IN STOOL,2670.25,4/17/24
934,CLOTTING TIME,CLOTTING TIME,148.5,4/17/24
